          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 ΩΡΛ                     | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΩΡΛ                     | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΩΡΛ                     | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΩΡΛ                     | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΩΡΛ                     | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΩΡΛ                     | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΩΡΛ                     | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΩΡΛ                     | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  2
 ΩΡΛ                     | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  1
 ΩΡΛ                     | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΩΡΛ                     | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  2
 ΩΡΛ                     | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  6
 ΩΡΛ                     | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 ΩΡΛ                     | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΩΡΛ                     | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΩΡΛ                     | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΩΡΛ                     | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 ΩΡΛ                     | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΩΡΛ                     | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΩΡΛ                     | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΩΡΛ                     | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 ΩΡΛ                     | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΩΡΛ                     | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  6
 ΩΡΛ                     | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΩΡΛ                     | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΩΡΛ                     | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΩΡΛ                     | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  2
 ΩΡΛ                     | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΩΡΛ                     | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΩΡΛ                     | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  2
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  2
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΩΡΛ                     | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΩΡΛ                     | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Ωτορινολαρυγγολόγος (ΩΡΛ)   |                  3
 ΩΡΛ                     | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΩΡΛ                     | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΩΡΛ                     | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΩΡΛ                     | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 ΜΕΘ (Εντατική)          | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  2
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΜΕΘ (Εντατική)          | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  2
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  2
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  2
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΜΕΘ (Εντατική)          | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  2
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 ΜΕΘ (Εντατική)          | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  2
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΜΕΘ (Εντατική)          | 2026-05-06         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Καρδιολόγος                 |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  2
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Πνευμονολόγος               |                  2
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
